what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437119106405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437119110833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437119536752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437119537402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437120722351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437120738400
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437120812367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437120813021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437120957209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437120958456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437122637636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437122638112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437122943198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437122953755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437122968001
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437122968368
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437122968494
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437122971321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437122993941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437122997288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123000351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123024995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123027037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123033152
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1437123033879
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123034324
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1437123037550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123043971
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123044055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123045387
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123062688
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437123067910
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123068179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123073458
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437123093097
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1437123095782
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123097104
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1437123097750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123098259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123101703
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1437123108897
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123110608
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123112195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123114180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123135826
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123137324
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123139271
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437123145109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123153784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123157681
opened,editor,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.core.jspsource.source",1437123157828
activated,editor,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.core.jspsource.source",1437123157926
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123162315
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1437123164948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123175985
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123178321
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123180184
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123190451
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437123192711
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1437123195068
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123196338
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1437123198585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123202729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123205522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123219931
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123220634
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123222324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123227645
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123229704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123233418
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123236222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123244167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123251226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123253083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123264765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123266747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123270528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123271627
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123301368
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123302801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123355797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123363444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123366975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123378941
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123380751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123385442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123389698
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123397616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123408902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123424858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123436880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123438451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123441119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123444923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123542944
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123547045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123550787
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123552335
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123555496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123569292
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123572656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123576988
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123577950
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123581094
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123676391
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123677873
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123686853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123688985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123712145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123715316
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1437123736276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123736803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123748604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123748796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123749414
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123810845
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123813467
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123817254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123833604
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123837196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123841792
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1437123851262
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437123862232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123898510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123906017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123913200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123913273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123914894
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1437123933041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123933580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123945616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123950350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437123963584
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437123966944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123973818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437123978659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437124000139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437124026767
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437124029563
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437124030886
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437124030946
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437124037513
