what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461306415
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461306561
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461307532
error,log,,,"Server Tomcat v7.0 Server at localhost failed to start.",1436461308883
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461308901
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461309002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461309059
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461309065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461312914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461313057
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436461320964
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436461332692
activated,editor,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.editor",1436461335586
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461337397
executed,command,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.run",1436461339513
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461340542
error,log,,,"Server Tomcat v7.0 Server at localhost failed to start.",1436461341849
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461341869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461341914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461341965
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461341972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461343307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461343407
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436461345114
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436461349523
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461350510
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461352098
executed,command,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.run",1436461353726
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461354730
error,log,,,"Server Tomcat v7.0 Server at localhost failed to start.",1436461356091
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461356107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461356155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461356203
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1436461356207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461357484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461359244
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1436461380780
executed,command,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.publish",1436461383524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436461386530
